pid,lon,lat,date,baseheading,viewheading,view_idx,path,dist_m
1032,11.34681947394834,44.49628299423988,202008,190.92,280.92,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\1032_11.34681947394834_44.49628299423988_202008_baseheading190.92_viewheading280.92_2.jpg,8.616565940017146
1033,11.346819633314041,44.49628977563329,202008,190.92,100.92,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\1033_11.346819633314041_44.49628977563329_202008_baseheading190.92_viewheading100.92_4.jpg,7.926737868143141
1033,11.346819633314041,44.49628977563329,202008,190.92,280.92,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\1033_11.346819633314041_44.49628977563329_202008_baseheading190.92_viewheading280.92_2.jpg,7.926737868143141
10506,11.35743907453393,44.489903695962376,202507,174.95,264.95,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\10506_11.35743907453393_44.489903695962376_202507_baseheading174.95_viewheading264.95_2.jpg,4.054290535968874
10506,11.35743907453393,44.489903695962376,202507,174.95,84.95,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\10506_11.35743907453393_44.489903695962376_202507_baseheading174.95_viewheading84.95_4.jpg,4.054290535968874
10812,11.357386660896273,44.489913072582375,202008,133.2,223.2,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\10812_11.357386660896273_44.489913072582375_202008_baseheading133.20_viewheading223.20_2.jpg,4.632120516395849
10812,11.357386660896273,44.489913072582375,202008,133.2,43.2,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\10812_11.357386660896273_44.489913072582375_202008_baseheading133.20_viewheading43.20_4.jpg,4.632120516395849
10813,11.35743907453393,44.489903695962376,202507,174.95,264.95,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\10813_11.35743907453393_44.489903695962376_202507_baseheading174.95_viewheading264.95_2.jpg,4.054290535968874
10813,11.35743907453393,44.489903695962376,202507,174.95,84.95,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\10813_11.35743907453393_44.489903695962376_202507_baseheading174.95_viewheading84.95_4.jpg,4.054290535968874
10815,11.357428029018225,44.490002060060085,202507,174.75,264.75,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\10815_11.357428029018225_44.490002060060085_202507_baseheading174.75_viewheading264.75_2.jpg,4.339020919365579
10815,11.357428029018225,44.490002060060085,202507,174.75,84.75,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\10815_11.357428029018225_44.490002060060085_202507_baseheading174.75_viewheading84.75_4.jpg,4.339020919365579
10816,11.35743907453393,44.489903695962376,202507,174.95,264.95,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\10816_11.35743907453393_44.489903695962376_202507_baseheading174.95_viewheading264.95_2.jpg,4.054290535968874
10816,11.35743907453393,44.489903695962376,202507,174.95,84.95,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\10816_11.35743907453393_44.489903695962376_202507_baseheading174.95_viewheading84.95_4.jpg,4.054290535968874
10841,11.347872002240559,44.48806915183638,202008,165.21,255.21,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\10841_11.347872002240559_44.48806915183638_202008_baseheading165.21_viewheading255.21_2.jpg,3.7725957988085193
10841,11.347872002240559,44.48806915183638,202008,165.21,75.21,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\10841_11.347872002240559_44.48806915183638_202008_baseheading165.21_viewheading75.21_4.jpg,3.7725957988085193
10842,11.347874729889515,44.48806938762187,202008,165.21,255.21,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\10842_11.347874729889515_44.48806938762187_202008_baseheading165.21_viewheading255.21_2.jpg,3.869798967476945
10842,11.347874729889515,44.48806938762187,202008,165.21,75.21,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\10842_11.347874729889515_44.48806938762187_202008_baseheading165.21_viewheading75.21_4.jpg,3.869798967476945
10850,11.34208059401912,44.49886600110174,202410,90.26,0.26,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\10850_11.34208059401912_44.49886600110174_202410_baseheading90.26_viewheading0.26_4.jpg,9.804137359715877
10850,11.34208059401912,44.49886600110174,202410,90.26,180.26,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\10850_11.34208059401912_44.49886600110174_202410_baseheading90.26_viewheading180.26_2.jpg,9.804137359715877
10851,11.341925170174369,44.49889637760508,202410,262.86,172.86,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\10851_11.341925170174369_44.49889637760508_202410_baseheading262.86_viewheading172.86_4.jpg,0.0
10851,11.341925170174369,44.49889637760508,202410,262.86,352.86,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\10851_11.341925170174369_44.49889637760508_202410_baseheading262.86_viewheading352.86_2.jpg,0.0
11025,11.355959947987937,44.485102005330894,202008,48.37,138.37,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11025_11.355959947987937_44.485102005330894_202008_baseheading48.37_viewheading138.37_2.jpg,8.651704394210318
11025,11.355959947987937,44.485102005330894,202008,48.37,318.37,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11025_11.355959947987937_44.485102005330894_202008_baseheading48.37_viewheading318.37_4.jpg,8.651704394210318
11026,11.35581422956853,44.48501193075298,202405,135.11,225.11,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11026_11.35581422956853_44.48501193075298_202405_baseheading135.11_viewheading225.11_2.jpg,4.151553286764685
11026,11.35581422956853,44.48501193075298,202405,135.11,45.11,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11026_11.35581422956853_44.48501193075298_202405_baseheading135.11_viewheading45.11_4.jpg,4.151553286764685
11063,11.336941357957578,44.49659638282509,202410,19.44,109.44,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11063_11.336941357957578_44.49659638282509_202410_baseheading19.44_viewheading109.44_2.jpg,4.21508492408614
11063,11.336941357957578,44.49659638282509,202410,19.44,289.44,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11063_11.336941357957578_44.49659638282509_202410_baseheading19.44_viewheading289.44_4.jpg,4.21508492408614
11297,11.328595123909155,44.497385848918626,202410,64.63,154.63,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11297_11.328595123909155_44.497385848918626_202410_baseheading64.63_viewheading154.63_2.jpg,6.137476541532478
11297,11.328595123909155,44.497385848918626,202410,64.63,334.63,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11297_11.328595123909155_44.497385848918626_202410_baseheading64.63_viewheading334.63_4.jpg,6.137476541532478
11298,11.328417495094486,44.49735563465826,202410,69.42,159.42,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11298_11.328417495094486_44.49735563465826_202410_baseheading69.42_viewheading159.42_2.jpg,0.935828607156294
11298,11.328417495094486,44.49735563465826,202410,69.42,339.42,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11298_11.328417495094486_44.49735563465826_202410_baseheading69.42_viewheading339.42_4.jpg,0.935828607156294
11299,11.328239866279818,44.49732542039791,202410,68.01,158.01,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11299_11.328239866279818_44.49732542039791_202410_baseheading68.01_viewheading158.01_2.jpg,0.45453775557056625
11299,11.328239866279818,44.49732542039791,202410,68.01,338.01,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11299_11.328239866279818_44.49732542039791_202410_baseheading68.01_viewheading338.01_4.jpg,0.45453775557056625
11300,11.3280822724352,44.49729861404072,202410,66.77,156.77,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11300_11.3280822724352_44.49729861404072_202410_baseheading66.77_viewheading156.77_2.jpg,0.5742124006583119
11300,11.3280822724352,44.49729861404072,202410,66.77,336.77,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11300_11.3280822724352_44.49729861404072_202410_baseheading66.77_viewheading336.77_4.jpg,0.5742124006583119
11618,11.350557358812768,44.48756452823539,202410,245.13,155.13,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11618_11.350557358812768_44.48756452823539_202410_baseheading245.13_viewheading155.13_4.jpg,0.4646821584981918
11618,11.350557358812768,44.48756452823539,202410,245.13,335.13,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11618_11.350557358812768_44.48756452823539_202410_baseheading245.13_viewheading335.13_2.jpg,0.4646821584981918
11626,11.349808997565201,44.48677754260718,202507,68.16,158.16,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11626_11.349808997565201_44.48677754260718_202507_baseheading68.16_viewheading158.16_2.jpg,5.388426383080316
11626,11.349808997565201,44.48677754260718,202507,68.16,338.16,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11626_11.349808997565201_44.48677754260718_202507_baseheading68.16_viewheading338.16_4.jpg,5.388426383080316
11627,11.349782599439116,44.48675061074386,202507,68.16,158.16,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11627_11.349782599439116_44.48675061074386_202507_baseheading68.16_viewheading158.16_2.jpg,4.218155823756844
11627,11.349782599439116,44.48675061074386,202507,68.16,338.16,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11627_11.349782599439116_44.48675061074386_202507_baseheading68.16_viewheading338.16_4.jpg,4.218155823756844
11632,11.349932703286669,44.48669051163095,202507,121.27,211.27,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11632_11.349932703286669_44.48669051163095_202507_baseheading121.27_viewheading211.27_2.jpg,7.792409591063035
11632,11.349932703286669,44.48669051163095,202507,121.27,31.27,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11632_11.349932703286669_44.48669051163095_202507_baseheading121.27_viewheading31.27_4.jpg,7.792409591063035
11633,11.349782599439116,44.48675061074386,202507,68.16,158.16,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11633_11.349782599439116_44.48675061074386_202507_baseheading68.16_viewheading158.16_2.jpg,4.218155823756844
11633,11.349782599439116,44.48675061074386,202507,68.16,338.16,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11633_11.349782599439116_44.48675061074386_202507_baseheading68.16_viewheading338.16_4.jpg,4.218155823756844
11649,11.34804635881079,44.48721466761794,202008,92.06,182.06,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11649_11.34804635881079_44.48721466761794_202008_baseheading92.06_viewheading182.06_2.jpg,4.82751776632081
11649,11.34804635881079,44.48721466761794,202008,92.06,2.06,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11649_11.34804635881079_44.48721466761794_202008_baseheading92.06_viewheading2.06_4.jpg,4.82751776632081
11650,11.348145487206809,44.487213568574845,202008,174.25,264.25,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11650_11.348145487206809_44.487213568574845_202008_baseheading174.25_viewheading264.25_2.jpg,0.6604642628651377
11650,11.348145487206809,44.487213568574845,202008,174.25,84.25,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11650_11.348145487206809_44.487213568574845_202008_baseheading174.25_viewheading84.25_4.jpg,0.6604642628651377
11656,11.34572930427247,44.487486554013415,202008,301.21,211.21,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11656_11.34572930427247_44.487486554013415_202008_baseheading301.21_viewheading211.21_4.jpg,7.68611626575429
11656,11.34572930427247,44.487486554013415,202008,301.21,31.21,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11656_11.34572930427247_44.487486554013415_202008_baseheading301.21_viewheading31.21_2.jpg,7.68611626575429
11661,11.348422431359214,44.48706088615102,202008,74.64,164.64,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11661_11.348422431359214_44.48706088615102_202008_baseheading74.64_viewheading164.64_2.jpg,0.5054635701190575
11661,11.348422431359214,44.48706088615102,202008,74.64,344.64,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11661_11.348422431359214_44.48706088615102_202008_baseheading74.64_viewheading344.64_4.jpg,0.5054635701190575
11664,11.348681042118084,44.487535548471186,202008,20.96,110.96,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11664_11.348681042118084_44.487535548471186_202008_baseheading20.96_viewheading110.96_2.jpg,2.4252921334263102
11664,11.348681042118084,44.487535548471186,202008,20.96,290.96,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11664_11.348681042118084_44.487535548471186_202008_baseheading20.96_viewheading290.96_4.jpg,2.4252921334263102
11665,11.348767533966459,44.487693611931526,202008,21.53,111.53,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11665_11.348767533966459_44.487693611931526_202008_baseheading21.53_viewheading111.53_2.jpg,2.2797450650709687
11665,11.348767533966459,44.487693611931526,202008,21.53,291.53,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11665_11.348767533966459_44.487693611931526_202008_baseheading21.53_viewheading291.53_4.jpg,2.2797450650709687
11666,11.348854025814832,44.487851675391866,202008,20.49,110.49,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11666_11.348854025814832_44.487851675391866_202008_baseheading20.49_viewheading110.49_2.jpg,1.978931351068499
11666,11.348854025814832,44.487851675391866,202008,20.49,290.49,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11666_11.348854025814832_44.487851675391866_202008_baseheading20.49_viewheading290.49_4.jpg,1.978931351068499
11667,11.348941496143738,44.48800919797986,202008,20.89,110.89,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11667_11.348941496143738_44.48800919797986_202008_baseheading20.89_viewheading110.89_2.jpg,1.69284780954332
11667,11.348941496143738,44.48800919797986,202008,20.89,290.89,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11667_11.348941496143738_44.48800919797986_202008_baseheading20.89_viewheading290.89_4.jpg,1.69284780954332
11669,11.349102136527504,44.48833085986443,202008,19.53,109.53,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11669_11.349102136527504_44.48833085986443_202008_baseheading19.53_viewheading109.53_2.jpg,2.8315218782765625
11669,11.349102136527504,44.48833085986443,202008,19.53,289.53,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11669_11.349102136527504_44.48833085986443_202008_baseheading19.53_viewheading289.53_4.jpg,2.8315218782765625
11670,11.349140066021395,44.488391161762486,202008,19.53,109.53,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11670_11.349140066021395_44.488391161762486_202008_baseheading19.53_viewheading109.53_2.jpg,1.9884084631220338
11670,11.349140066021395,44.488391161762486,202008,19.53,289.53,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11670_11.349140066021395_44.488391161762486_202008_baseheading19.53_viewheading289.53_4.jpg,1.9884084631220338
11812,11.356593532671877,44.49416794947245,201507,342.04,252.04,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11812_11.356593532671877_44.49416794947245_201507_baseheading342.04_viewheading252.04_4.jpg,9.426262669522778
11812,11.356593532671877,44.49416794947245,201507,342.04,72.04,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11812_11.356593532671877_44.49416794947245_201507_baseheading342.04_viewheading72.04_2.jpg,9.426262669522778
11813,11.356601412451688,44.49403032138155,202412,183.96,273.96,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11813_11.356601412451688_44.49403032138155_202412_baseheading183.96_viewheading273.96_2.jpg,7.356999504068188
11813,11.356601412451688,44.49403032138155,202412,183.96,93.96,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11813_11.356601412451688_44.49403032138155_202412_baseheading183.96_viewheading93.96_4.jpg,7.356999504068188
11814,11.353105634643052,44.49722489990716,202410,98.78,188.78,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11814_11.353105634643052_44.49722489990716_202410_baseheading98.78_viewheading188.78_2.jpg,1.6580778995733003
11814,11.353105634643052,44.49722489990716,202410,98.78,8.78,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11814_11.353105634643052_44.49722489990716_202410_baseheading98.78_viewheading8.78_4.jpg,1.6580778995733003
11815,11.353275122638617,44.497286044953476,202410,57.1,147.1,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11815_11.353275122638617_44.497286044953476_202410_baseheading57.10_viewheading147.10_2.jpg,1.740037867987397
11815,11.353275122638617,44.497286044953476,202410,57.1,327.1,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11815_11.353275122638617_44.497286044953476_202410_baseheading57.10_viewheading327.10_4.jpg,1.740037867987397
11816,11.353444610634181,44.49734718999979,202410,59.2,149.2,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11816_11.353444610634181_44.49734718999979_202410_baseheading59.20_viewheading149.20_2.jpg,0.9032099194981226
11816,11.353444610634181,44.49734718999979,202410,59.2,329.2,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11816_11.353444610634181_44.49734718999979_202410_baseheading59.20_viewheading329.20_4.jpg,0.9032099194981226
11817,11.353604635782169,44.497426093254425,202410,64.45,154.45,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11817_11.353604635782169_44.497426093254425_202410_baseheading64.45_viewheading154.45_2.jpg,3.0393705970625264
11817,11.353604635782169,44.497426093254425,202410,64.45,334.45,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11817_11.353604635782169_44.497426093254425_202410_baseheading64.45_viewheading334.45_4.jpg,3.0393705970625264
11818,11.353701210693458,44.49753488671432,201905,218.65,128.65,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11818_11.353701210693458_44.49753488671432_201905_baseheading218.65_viewheading128.65_4.jpg,9.912736712594171
11818,11.353701210693458,44.49753488671432,201905,218.65,308.65,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11818_11.353701210693458_44.49753488671432_201905_baseheading218.65_viewheading308.65_2.jpg,9.912736712594171
11876,11.339811093886178,44.48850832521279,202008,214.56,124.56,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11876_11.339811093886178_44.48850832521279_202008_baseheading214.56_viewheading124.56_4.jpg,9.402204765075481
11876,11.339811093886178,44.48850832521279,202008,214.56,304.56,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11876_11.339811093886178_44.48850832521279_202008_baseheading214.56_viewheading304.56_2.jpg,9.402204765075481
11877,11.339749803030868,44.48833888989066,202008,185.77,275.77,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11877_11.339749803030868_44.48833888989066_202008_baseheading185.77_viewheading275.77_2.jpg,4.55347985435968
11877,11.339749803030868,44.48833888989066,202008,185.77,95.77,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11877_11.339749803030868_44.48833888989066_202008_baseheading185.77_viewheading95.77_4.jpg,4.55347985435968
11878,11.339719735244776,44.48816123850437,202008,186.07,276.07,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11878_11.339719735244776_44.48816123850437_202008_baseheading186.07_viewheading276.07_2.jpg,3.72750483504504
11878,11.339719735244776,44.48816123850437,202008,186.07,96.07,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11878_11.339719735244776_44.48816123850437_202008_baseheading186.07_viewheading96.07_4.jpg,3.72750483504504
11879,11.339699183735902,44.487982270232706,202008,185.93,275.93,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11879_11.339699183735902_44.487982270232706_202008_baseheading185.93_viewheading275.93_2.jpg,4.61474065204028
11879,11.339699183735902,44.487982270232706,202008,185.93,95.93,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11879_11.339699183735902_44.487982270232706_202008_baseheading185.93_viewheading95.93_4.jpg,4.61474065204028
11880,11.339679964868761,44.48780311797211,202008,183.93,273.93,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11880_11.339679964868761_44.48780311797211_202008_baseheading183.93_viewheading273.93_2.jpg,4.765290360848003
11880,11.339679964868761,44.48780311797211,202008,183.93,93.93,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11880_11.339679964868761_44.48780311797211_202008_baseheading183.93_viewheading93.93_4.jpg,4.765290360848003
11881,11.339660746001618,44.48762396571152,202008,182.91,272.91,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11881_11.339660746001618_44.48762396571152_202008_baseheading182.91_viewheading272.91_2.jpg,4.818760533145253
11881,11.339660746001618,44.48762396571152,202008,182.91,92.91,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11881_11.339660746001618_44.48762396571152_202008_baseheading182.91_viewheading92.91_4.jpg,4.818760533145253
11882,11.339644311999956,44.48744455673422,202008,183.27,273.27,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11882_11.339644311999956_44.48744455673422_202008_baseheading183.27_viewheading273.27_2.jpg,3.1985977609955913
11882,11.339644311999956,44.48744455673422,202008,183.27,93.27,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11882_11.339644311999956_44.48744455673422_202008_baseheading183.27_viewheading93.27_4.jpg,3.1985977609955913
11883,11.339630455781867,44.4872649101296,202008,183.21,273.21,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11883_11.339630455781867_44.4872649101296_202008_baseheading183.21_viewheading273.21_2.jpg,3.0765504508551476
11883,11.339630455781867,44.4872649101296,202008,183.21,93.21,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11883_11.339630455781867_44.4872649101296_202008_baseheading183.21_viewheading93.21_4.jpg,3.0765504508551476
11884,11.339622363712008,44.48708492607764,202008,183.58,273.58,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11884_11.339622363712008_44.48708492607764_202008_baseheading183.58_viewheading273.58_2.jpg,3.4143147771868554
11884,11.339622363712008,44.48708492607764,202008,183.58,93.58,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11884_11.339622363712008_44.48708492607764_202008_baseheading183.58_viewheading93.58_4.jpg,3.4143147771868554
11885,11.339615035068643,44.48690489610658,202008,183.42,273.42,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11885_11.339615035068643_44.48690489610658_202008_baseheading183.42_viewheading273.42_2.jpg,3.8129805578008287
11885,11.339615035068643,44.48690489610658,202008,183.42,93.42,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11885_11.339615035068643_44.48690489610658_202008_baseheading183.42_viewheading93.42_4.jpg,3.8129805578008287
11886,11.339604609315366,44.486725017811615,202008,183.4,273.4,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11886_11.339604609315366_44.486725017811615_202008_baseheading183.40_viewheading273.40_2.jpg,6.494433755719744
11886,11.339604609315366,44.486725017811615,202008,183.4,93.4,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11886_11.339604609315366_44.486725017811615_202008_baseheading183.40_viewheading93.40_4.jpg,6.494433755719744
11887,11.339603561902845,44.48670694652475,202008,183.4,273.4,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11887_11.339603561902845_44.48670694652475_202008_baseheading183.40_viewheading273.40_2.jpg,7.323405619140448
11887,11.339603561902845,44.48670694652475,202008,183.4,93.4,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\11887_11.339603561902845_44.48670694652475_202008_baseheading183.40_viewheading93.40_4.jpg,7.323405619140448
12124,11.34638372806083,44.491913001228454,202410,173.63,263.63,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\12124_11.34638372806083_44.491913001228454_202410_baseheading173.63_viewheading263.63_2.jpg,0.0
12124,11.34638372806083,44.491913001228454,202410,173.63,83.63,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\12124_11.34638372806083_44.491913001228454_202410_baseheading173.63_viewheading83.63_4.jpg,0.0
12125,11.346395799922975,44.49173322590347,202410,171.21,261.21,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\12125_11.346395799922975_44.49173322590347_202410_baseheading171.21_viewheading261.21_2.jpg,0.0
