path,pid,y,src,cv_proba
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\30834_103.84927766746796_1.2862029538160404_202403_baseheading146.40_viewheading146.40_1.jpg,30834,1,shophouse,0.806253812974704
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\30835_103.84928588299738_1.2861898443239674_202403_baseheading146.40_viewheading146.40_1.jpg,30835,1,shophouse,0.8140049557995134
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\143302_103.84928588299738_1.2861898443239674_202403_baseheading146.40_viewheading146.40_1.jpg,143302,1,shophouse,0.8140049557995134
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\24054_103.90234748515735_1.309472209489624_202406_baseheading323.93_viewheading323.93_1.jpg,24054,1,shophouse,0.7410349845754923
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\139624_103.84333303469745_1.2790126749271957_202402_baseheading175.40_viewheading355.40_3.jpg,139624,1,shophouse,0.7229686517675651
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\160792_103.84753699027505_1.28058187320288_202406_baseheading204.93_viewheading294.93_2.jpg,160792,1,shophouse,0.739944294659188
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\32155_103.84323744302142_1.2794045059109076_202406_baseheading65.86_viewheading335.86_4.jpg,32155,1,shophouse,0.7072881350902904
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\159285_103.85499660943347_1.305486240250172_202406_baseheading123.69_viewheading123.69_1.jpg,159285,1,shophouse,0.682257625717749
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\132743_103.84329025668893_1.279677671927474_202406_baseheading163.81_viewheading343.81_3.jpg,132743,1,shophouse,0.7581153456478982
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\163364_103.8468319194601_1.2826470412851774_202406_baseheading68.99_viewheading158.99_2.jpg,163364,1,shophouse,0.6940640412652043
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\72173_103.83056374440453_1.2823930196273872_202406_baseheading320.29_viewheading320.29_1.jpg,72173,1,shophouse,0.7335037782894451
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\137699_103.90217230292741_1.3102198047426818_202008_baseheading54.70_viewheading324.70_4.jpg,137699,1,shophouse,0.7057723760937324
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\11193_103.90225312768361_1.3100631401459621_202008_baseheading54.70_viewheading324.70_4.jpg,11193,1,shophouse,0.7071337397556352
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165963_103.90239151922809_1.3099415783360855_202008_baseheading54.70_viewheading324.70_4.jpg,165963,1,shophouse,0.7106814540901674
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\137700_103.90227483100338_1.3100792903712812_202008_baseheading54.70_viewheading324.70_4.jpg,137700,1,shophouse,0.7106814540901674
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165962_103.90228743159702_1.3100886519992239_202008_baseheading54.70_viewheading324.70_4.jpg,165962,1,shophouse,0.7057588308555252
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\91976_103.87761101441687_1.3129031514630238_202404_baseheading343.46_viewheading343.46_1.jpg,91976,1,shophouse,0.6851868477535127
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\29456_103.85679812931242_1.3094331067717833_202406_baseheading316.45_viewheading136.45_3.jpg,29456,1,shophouse,0.7120332408506869
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\33271_103.85697974585064_1.3096706612289415_202406_baseheading316.45_viewheading136.45_3.jpg,33271,1,shophouse,0.7190184362298959
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\163300_103.84743394521745_1.2840917807914967_202110_baseheading301.48_viewheading301.48_1.jpg,163300,1,shophouse,0.7919649759094394
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\43663_103.85872659493275_1.312680032714815_202406_baseheading128.83_viewheading38.83_4.jpg,43663,0,hdb_linkway,0.1664301793568021
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\90201_103.88403227853563_1.3153553153227573_202108_baseheading261.93_viewheading351.93_2.jpg,90201,0,hdb_linkway,0.24320322532534183
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\122757_103.82344537313762_1.4419883595803098_202305_baseheading37.66_viewheading37.66_1.jpg,122757,0,hdb_linkway,0.3029388820553158
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\31404_103.85426372139099_1.3096346582790244_202403_baseheading302.56_viewheading122.56_3.jpg,31404,0,hdb_linkway,0.48958658586483145
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162073_103.83011652166121_1.295538969335863_202406_baseheading251.05_viewheading341.05_2.jpg,162073,0,hdb_linkway,0.45670974614595156
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\77965_103.85897893742859_1.3073659131286643_202406_baseheading314.26_viewheading134.26_3.jpg,77965,0,hdb_linkway,0.44181428521690075
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\153752_103.85818817978573_1.3074507324970572_202406_baseheading207.57_viewheading297.57_2.jpg,153752,0,hdb_linkway,0.616422148919693
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\153268_103.85824675118727_1.3148019737456846_202210_baseheading310.26_viewheading220.26_4.jpg,153268,0,hdb_linkway,0.10165674449937538
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\161090_103.85777120635886_1.3144920205715633_202406_baseheading128.13_viewheading218.13_2.jpg,161090,0,hdb_linkway,0.35996824650295417
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\153758_103.85836289754064_1.3075399160902315_202406_baseheading216.30_viewheading126.30_4.jpg,153758,0,hdb_linkway,0.5472767678810058
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\106889_103.85930349073205_1.311534601614726_202406_baseheading208.29_viewheading118.29_4.jpg,106889,0,hdb_linkway,0.423971917754856
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\46050_103.86011230085766_1.3038199548301055_202406_baseheading236.63_viewheading326.63_2.jpg,46050,0,hdb_linkway,0.640970586388944
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\13878_103.86570126389144_1.3645300942645668_202408_baseheading297.61_viewheading297.61_1.jpg,13878,0,hdb_linkway,0.44221961880920735
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\6627_103.8558768485136_1.2988236646433182_202406_baseheading216.97_viewheading126.97_4.jpg,6627,0,hdb_linkway,0.3151228166676826
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\50482_103.85781620841168_1.3148365826826627_202406_baseheading41.13_viewheading311.13_4.jpg,50482,0,hdb_linkway,0.5634473048652767
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\83040_103.85825075556112_1.3099263962291645_202406_baseheading216.22_viewheading216.22_1.jpg,83040,0,hdb_linkway,0.20553562169744352
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\110976_103.89078874377446_1.3148200627416724_202406_baseheading259.00_viewheading259.00_1.jpg,110976,0,hdb_linkway,0.477797034997084
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\6629_103.85609202160335_1.2991127323356852_202406_baseheading245.90_viewheading245.90_1.jpg,6629,0,hdb_linkway,0.2087229130608144
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\13999_103.85207650856266_1.2994063391169464_202406_baseheading220.78_viewheading40.78_3.jpg,13999,0,hdb_linkway,0.1227806832438429
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\52560_103.84381038205338_1.2815404883217754_202212_baseheading91.52_viewheading181.52_2.jpg,52560,0,hdb_linkway,0.1614910261082542
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\57297_103.86918446631428_1.331241655442385_202406_baseheading194.68_viewheading104.68_4.jpg,57297,0,hdb_linkway,0.1260324665552293
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\112329_103.89311562929414_1.383312823743752_202503_baseheading4.14_viewheading4.14_1.jpg,112329,0,hdb_linkway,0.11467185638459182
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\161110_103.85731533153015_1.3139182580525708_202406_baseheading303.92_viewheading213.92_4.jpg,161110,0,hdb_linkway,0.39894837265539496
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\22118_103.87536658763509_1.3728969935692779_202408_baseheading183.08_viewheading273.08_2.jpg,22118,0,hdb_linkway,0.1491080508051882
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\57658_103.85758977041111_1.3145562730753628_202406_baseheading38.13_viewheading128.13_2.jpg,57658,0,hdb_linkway,0.3659375230918662
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\135827_103.83953740531148_1.303531645930255_202406_baseheading165.27_viewheading345.27_3.jpg,135827,0,hdb_linkway,0.5573462704321572
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\83035_103.85873524371915_1.3106741857994137_202406_baseheading213.83_viewheading303.83_2.jpg,83035,0,hdb_linkway,0.5568373028927548
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\124524_103.86073701797238_1.3131296976389502_202406_baseheading269.68_viewheading179.68_4.jpg,124524,0,hdb_linkway,0.11981853417090427
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\83035_103.85873524371915_1.3106741857994137_202406_baseheading213.83_viewheading123.83_4.jpg,83035,0,hdb_linkway,0.5765350981090251
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\131628_103.89955030664294_1.3128992871722422_202406_baseheading234.34_viewheading234.34_1.jpg,131628,0,hdb_linkway,0.46970478171533364
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\134582_103.82929116861516_1.294929651672088_202402_baseheading158.68_viewheading158.68_1.jpg,134582,0,hdb_linkway,0.1495525726578746
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\100057_103.85041470577491_1.3014165847184669_202406_baseheading124.30_viewheading34.30_4.jpg,100057,0,hdb_linkway,0.12408840509374013
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\122757_103.82344537313762_1.4419883595803098_202305_baseheading37.66_viewheading307.66_4.jpg,122757,0,hdb_linkway,0.46530814958670724
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\158912_103.85276852603987_1.303698211561705_202403_baseheading2.80_viewheading2.80_1.jpg,158912,0,hdb_linkway,0.10814905582074277
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\6278_103.85565966830215_1.2985361129829873_202406_baseheading216.96_viewheading126.96_4.jpg,6278,0,hdb_linkway,0.37631077640375893
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\29473_103.85863444310694_1.3018050763712856_200910_baseheading319.10_viewheading139.10_3.jpg,29473,0,hdb_linkway,0.27737212799234634
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\44688_103.85383143243554_1.3238589684710846_202301_baseheading311.73_viewheading221.73_4.jpg,44688,0,hdb_linkway,0.139337233526037
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\9892_103.85122355593856_1.3015718928687638_202402_baseheading239.70_viewheading239.70_1.jpg,9892,0,hdb_linkway,0.29350030882265327
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\84996_103.83897063499347_1.301972606223047_202406_baseheading106.93_viewheading106.93_1.jpg,84996,0,hdb_linkway,0.42646497088166596
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165184_103.88346929793698_1.3133639849824144_202406_baseheading258.46_viewheading258.46_1.jpg,165184,0,hdb_linkway,0.4098388540333785
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162080_103.830754677368_1.2944816999686701_202406_baseheading336.94_viewheading66.94_2.jpg,162080,0,hdb_linkway,0.10681248415072138
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\124365_103.89977729745048_1.3130876766394608_202406_baseheading180.19_viewheading90.19_4.jpg,124365,0,hdb_linkway,0.38911988369379863
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\98537_103.88840261492942_1.3261848712505906_202406_baseheading163.73_viewheading343.73_3.jpg,98537,0,hdb_linkway,0.10739746508735896
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\8356_103.85419813273332_1.3140287065751806_202406_baseheading157.23_viewheading67.23_4.jpg,8356,0,hdb_linkway,0.136033962251882
