filename,split,col_off,row_off,width,height,transform_a,transform_b,transform_c,transform_d,transform_e,transform_f,xmin,ymin,xmax,ymax,crs
tile_x69888_y9856.png,train,69888,9856,1024,1024,0.3,0.0,23633.93799999727,0.0,-0.3,47299.42099966362,23633.93799999727,46992.22099966362,23941.13799999727,47299.42099966362,EPSG:3414
tile_x71680_y9856.png,train,71680,9856,1024,1024,0.3,0.0,24171.537999997272,0.0,-0.3,47299.42099966362,24171.537999997272,46992.22099966362,24478.737999997273,47299.42099966362,EPSG:3414
tile_x72576_y9856.png,train,72576,9856,1024,1024,0.3,0.0,24440.33799999727,0.0,-0.3,47299.42099966362,24440.33799999727,46992.22099966362,24747.537999997272,47299.42099966362,EPSG:3414
tile_x73472_y9856.png,train,73472,9856,1024,1024,0.3,0.0,24709.13799999727,0.0,-0.3,47299.42099966362,24709.13799999727,46992.22099966362,25016.33799999727,47299.42099966362,EPSG:3414
tile_x74368_y9856.png,train,74368,9856,1024,1024,0.3,0.0,24977.93799999727,0.0,-0.3,47299.42099966362,24977.93799999727,46992.22099966362,25285.13799999727,47299.42099966362,EPSG:3414
tile_x79744_y9856.png,val,79744,9856,1024,1024,0.3,0.0,26590.737999997273,0.0,-0.3,47299.42099966362,26590.737999997273,46992.22099966362,26897.93799999727,47299.42099966362,EPSG:3414
tile_x80640_y9856.png,val,80640,9856,1024,1024,0.3,0.0,26859.537999997272,0.0,-0.3,47299.42099966362,26859.537999997272,46992.22099966362,27166.737999997273,47299.42099966362,EPSG:3414
tile_x82432_y9856.png,train,82432,9856,1024,1024,0.3,0.0,27397.13799999727,0.0,-0.3,47299.42099966362,27397.13799999727,46992.22099966362,27704.33799999727,47299.42099966362,EPSG:3414
tile_x60032_y10752.png,train,60032,10752,1024,1024,0.3,0.0,20677.13799999727,0.0,-0.3,47030.620999663624,20677.13799999727,46723.42099966362,20984.33799999727,47030.620999663624,EPSG:3414
tile_x60928_y10752.png,train,60928,10752,1024,1024,0.3,0.0,20945.93799999727,0.0,-0.3,47030.620999663624,20945.93799999727,46723.42099966362,21253.13799999727,47030.620999663624,EPSG:3414
tile_x61824_y10752.png,train,61824,10752,1024,1024,0.3,0.0,21214.737999997273,0.0,-0.3,47030.620999663624,21214.737999997273,46723.42099966362,21521.93799999727,47030.620999663624,EPSG:3414
tile_x66304_y10752.png,train,66304,10752,1024,1024,0.3,0.0,22558.737999997273,0.0,-0.3,47030.620999663624,22558.737999997273,46723.42099966362,22865.93799999727,47030.620999663624,EPSG:3414
tile_x67200_y10752.png,train,67200,10752,1024,1024,0.3,0.0,22827.537999997272,0.0,-0.3,47030.620999663624,22827.537999997272,46723.42099966362,23134.737999997273,47030.620999663624,EPSG:3414
tile_x68096_y10752.png,train,68096,10752,1024,1024,0.3,0.0,23096.33799999727,0.0,-0.3,47030.620999663624,23096.33799999727,46723.42099966362,23403.537999997272,47030.620999663624,EPSG:3414
tile_x68992_y10752.png,train,68992,10752,1024,1024,0.3,0.0,23365.13799999727,0.0,-0.3,47030.620999663624,23365.13799999727,46723.42099966362,23672.33799999727,47030.620999663624,EPSG:3414
tile_x70784_y10752.png,train,70784,10752,1024,1024,0.3,0.0,23902.737999997273,0.0,-0.3,47030.620999663624,23902.737999997273,46723.42099966362,24209.93799999727,47030.620999663624,EPSG:3414
tile_x71680_y10752.png,train,71680,10752,1024,1024,0.3,0.0,24171.537999997272,0.0,-0.3,47030.620999663624,24171.537999997272,46723.42099966362,24478.737999997273,47030.620999663624,EPSG:3414
tile_x72576_y10752.png,train,72576,10752,1024,1024,0.3,0.0,24440.33799999727,0.0,-0.3,47030.620999663624,24440.33799999727,46723.42099966362,24747.537999997272,47030.620999663624,EPSG:3414
tile_x73472_y10752.png,train,73472,10752,1024,1024,0.3,0.0,24709.13799999727,0.0,-0.3,47030.620999663624,24709.13799999727,46723.42099966362,25016.33799999727,47030.620999663624,EPSG:3414
tile_x80640_y10752.png,val,80640,10752,1024,1024,0.3,0.0,26859.537999997272,0.0,-0.3,47030.620999663624,26859.537999997272,46723.42099966362,27166.737999997273,47030.620999663624,EPSG:3414
tile_x85120_y10752.png,train,85120,10752,1024,1024,0.3,0.0,28203.537999997272,0.0,-0.3,47030.620999663624,28203.537999997272,46723.42099966362,28510.737999997273,47030.620999663624,EPSG:3414
tile_x86016_y10752.png,train,86016,10752,1024,1024,0.3,0.0,28472.33799999727,0.0,-0.3,47030.620999663624,28472.33799999727,46723.42099966362,28779.537999997272,47030.620999663624,EPSG:3414
tile_x86912_y10752.png,train,86912,10752,1024,1024,0.3,0.0,28741.13799999727,0.0,-0.3,47030.620999663624,28741.13799999727,46723.42099966362,29048.33799999727,47030.620999663624,EPSG:3414
tile_x61824_y11648.png,train,61824,11648,1024,1024,0.3,0.0,21214.737999997273,0.0,-0.3,46761.82099966362,21214.737999997273,46454.620999663624,21521.93799999727,46761.82099966362,EPSG:3414
tile_x62720_y11648.png,train,62720,11648,1024,1024,0.3,0.0,21483.537999997272,0.0,-0.3,46761.82099966362,21483.537999997272,46454.620999663624,21790.737999997273,46761.82099966362,EPSG:3414
tile_x64512_y11648.png,train,64512,11648,1024,1024,0.3,0.0,22021.13799999727,0.0,-0.3,46761.82099966362,22021.13799999727,46454.620999663624,22328.33799999727,46761.82099966362,EPSG:3414
tile_x65408_y11648.png,train,65408,11648,1024,1024,0.3,0.0,22289.93799999727,0.0,-0.3,46761.82099966362,22289.93799999727,46454.620999663624,22597.13799999727,46761.82099966362,EPSG:3414
tile_x66304_y11648.png,train,66304,11648,1024,1024,0.3,0.0,22558.737999997273,0.0,-0.3,46761.82099966362,22558.737999997273,46454.620999663624,22865.93799999727,46761.82099966362,EPSG:3414
tile_x67200_y11648.png,train,67200,11648,1024,1024,0.3,0.0,22827.537999997272,0.0,-0.3,46761.82099966362,22827.537999997272,46454.620999663624,23134.737999997273,46761.82099966362,EPSG:3414
tile_x68096_y11648.png,train,68096,11648,1024,1024,0.3,0.0,23096.33799999727,0.0,-0.3,46761.82099966362,23096.33799999727,46454.620999663624,23403.537999997272,46761.82099966362,EPSG:3414
tile_x68992_y11648.png,train,68992,11648,1024,1024,0.3,0.0,23365.13799999727,0.0,-0.3,46761.82099966362,23365.13799999727,46454.620999663624,23672.33799999727,46761.82099966362,EPSG:3414
tile_x69888_y11648.png,train,69888,11648,1024,1024,0.3,0.0,23633.93799999727,0.0,-0.3,46761.82099966362,23633.93799999727,46454.620999663624,23941.13799999727,46761.82099966362,EPSG:3414
tile_x71680_y11648.png,train,71680,11648,1024,1024,0.3,0.0,24171.537999997272,0.0,-0.3,46761.82099966362,24171.537999997272,46454.620999663624,24478.737999997273,46761.82099966362,EPSG:3414
tile_x72576_y11648.png,train,72576,11648,1024,1024,0.3,0.0,24440.33799999727,0.0,-0.3,46761.82099966362,24440.33799999727,46454.620999663624,24747.537999997272,46761.82099966362,EPSG:3414
tile_x82432_y11648.png,train,82432,11648,1024,1024,0.3,0.0,27397.13799999727,0.0,-0.3,46761.82099966362,27397.13799999727,46454.620999663624,27704.33799999727,46761.82099966362,EPSG:3414
tile_x84224_y11648.png,train,84224,11648,1024,1024,0.3,0.0,27934.737999997273,0.0,-0.3,46761.82099966362,27934.737999997273,46454.620999663624,28241.93799999727,46761.82099966362,EPSG:3414
tile_x85120_y11648.png,train,85120,11648,1024,1024,0.3,0.0,28203.537999997272,0.0,-0.3,46761.82099966362,28203.537999997272,46454.620999663624,28510.737999997273,46761.82099966362,EPSG:3414
tile_x86016_y11648.png,train,86016,11648,1024,1024,0.3,0.0,28472.33799999727,0.0,-0.3,46761.82099966362,28472.33799999727,46454.620999663624,28779.537999997272,46761.82099966362,EPSG:3414
tile_x86912_y11648.png,train,86912,11648,1024,1024,0.3,0.0,28741.13799999727,0.0,-0.3,46761.82099966362,28741.13799999727,46454.620999663624,29048.33799999727,46761.82099966362,EPSG:3414
tile_x60928_y12544.png,val,60928,12544,1024,1024,0.3,0.0,20945.93799999727,0.0,-0.3,46493.020999663626,20945.93799999727,46185.82099966362,21253.13799999727,46493.020999663626,EPSG:3414
tile_x61824_y12544.png,val,61824,12544,1024,1024,0.3,0.0,21214.737999997273,0.0,-0.3,46493.020999663626,21214.737999997273,46185.82099966362,21521.93799999727,46493.020999663626,EPSG:3414
tile_x62720_y12544.png,val,62720,12544,1024,1024,0.3,0.0,21483.537999997272,0.0,-0.3,46493.020999663626,21483.537999997272,46185.82099966362,21790.737999997273,46493.020999663626,EPSG:3414
tile_x63616_y12544.png,val,63616,12544,1024,1024,0.3,0.0,21752.33799999727,0.0,-0.3,46493.020999663626,21752.33799999727,46185.82099966362,22059.537999997272,46493.020999663626,EPSG:3414
tile_x64512_y12544.png,val,64512,12544,1024,1024,0.3,0.0,22021.13799999727,0.0,-0.3,46493.020999663626,22021.13799999727,46185.82099966362,22328.33799999727,46493.020999663626,EPSG:3414
tile_x65408_y12544.png,val,65408,12544,1024,1024,0.3,0.0,22289.93799999727,0.0,-0.3,46493.020999663626,22289.93799999727,46185.82099966362,22597.13799999727,46493.020999663626,EPSG:3414
tile_x66304_y12544.png,val,66304,12544,1024,1024,0.3,0.0,22558.737999997273,0.0,-0.3,46493.020999663626,22558.737999997273,46185.82099966362,22865.93799999727,46493.020999663626,EPSG:3414
tile_x67200_y12544.png,val,67200,12544,1024,1024,0.3,0.0,22827.537999997272,0.0,-0.3,46493.020999663626,22827.537999997272,46185.82099966362,23134.737999997273,46493.020999663626,EPSG:3414
tile_x68096_y12544.png,val,68096,12544,1024,1024,0.3,0.0,23096.33799999727,0.0,-0.3,46493.020999663626,23096.33799999727,46185.82099966362,23403.537999997272,46493.020999663626,EPSG:3414
tile_x68992_y12544.png,val,68992,12544,1024,1024,0.3,0.0,23365.13799999727,0.0,-0.3,46493.020999663626,23365.13799999727,46185.82099966362,23672.33799999727,46493.020999663626,EPSG:3414
tile_x69888_y12544.png,train,69888,12544,1024,1024,0.3,0.0,23633.93799999727,0.0,-0.3,46493.020999663626,23633.93799999727,46185.82099966362,23941.13799999727,46493.020999663626,EPSG:3414
tile_x70784_y12544.png,train,70784,12544,1024,1024,0.3,0.0,23902.737999997273,0.0,-0.3,46493.020999663626,23902.737999997273,46185.82099966362,24209.93799999727,46493.020999663626,EPSG:3414
tile_x71680_y12544.png,train,71680,12544,1024,1024,0.3,0.0,24171.537999997272,0.0,-0.3,46493.020999663626,24171.537999997272,46185.82099966362,24478.737999997273,46493.020999663626,EPSG:3414
tile_x72576_y12544.png,train,72576,12544,1024,1024,0.3,0.0,24440.33799999727,0.0,-0.3,46493.020999663626,24440.33799999727,46185.82099966362,24747.537999997272,46493.020999663626,EPSG:3414
tile_x81536_y12544.png,train,81536,12544,1024,1024,0.3,0.0,27128.33799999727,0.0,-0.3,46493.020999663626,27128.33799999727,46185.82099966362,27435.537999997272,46493.020999663626,EPSG:3414
tile_x82432_y12544.png,train,82432,12544,1024,1024,0.3,0.0,27397.13799999727,0.0,-0.3,46493.020999663626,27397.13799999727,46185.82099966362,27704.33799999727,46493.020999663626,EPSG:3414
tile_x83328_y12544.png,train,83328,12544,1024,1024,0.3,0.0,27665.93799999727,0.0,-0.3,46493.020999663626,27665.93799999727,46185.82099966362,27973.13799999727,46493.020999663626,EPSG:3414
tile_x84224_y12544.png,train,84224,12544,1024,1024,0.3,0.0,27934.737999997273,0.0,-0.3,46493.020999663626,27934.737999997273,46185.82099966362,28241.93799999727,46493.020999663626,EPSG:3414
tile_x86912_y12544.png,val,86912,12544,1024,1024,0.3,0.0,28741.13799999727,0.0,-0.3,46493.020999663626,28741.13799999727,46185.82099966362,29048.33799999727,46493.020999663626,EPSG:3414
tile_x57344_y13440.png,train,57344,13440,1024,1024,0.3,0.0,19870.737999997273,0.0,-0.3,46224.22099966362,19870.737999997273,45917.020999663626,20177.93799999727,46224.22099966362,EPSG:3414
tile_x60928_y13440.png,val,60928,13440,1024,1024,0.3,0.0,20945.93799999727,0.0,-0.3,46224.22099966362,20945.93799999727,45917.020999663626,21253.13799999727,46224.22099966362,EPSG:3414
tile_x61824_y13440.png,val,61824,13440,1024,1024,0.3,0.0,21214.737999997273,0.0,-0.3,46224.22099966362,21214.737999997273,45917.020999663626,21521.93799999727,46224.22099966362,EPSG:3414
tile_x62720_y13440.png,val,62720,13440,1024,1024,0.3,0.0,21483.537999997272,0.0,-0.3,46224.22099966362,21483.537999997272,45917.020999663626,21790.737999997273,46224.22099966362,EPSG:3414
tile_x64512_y13440.png,val,64512,13440,1024,1024,0.3,0.0,22021.13799999727,0.0,-0.3,46224.22099966362,22021.13799999727,45917.020999663626,22328.33799999727,46224.22099966362,EPSG:3414
tile_x66304_y13440.png,val,66304,13440,1024,1024,0.3,0.0,22558.737999997273,0.0,-0.3,46224.22099966362,22558.737999997273,45917.020999663626,22865.93799999727,46224.22099966362,EPSG:3414
tile_x67200_y13440.png,val,67200,13440,1024,1024,0.3,0.0,22827.537999997272,0.0,-0.3,46224.22099966362,22827.537999997272,45917.020999663626,23134.737999997273,46224.22099966362,EPSG:3414
tile_x68096_y13440.png,val,68096,13440,1024,1024,0.3,0.0,23096.33799999727,0.0,-0.3,46224.22099966362,23096.33799999727,45917.020999663626,23403.537999997272,46224.22099966362,EPSG:3414
tile_x68992_y13440.png,val,68992,13440,1024,1024,0.3,0.0,23365.13799999727,0.0,-0.3,46224.22099966362,23365.13799999727,45917.020999663626,23672.33799999727,46224.22099966362,EPSG:3414
tile_x69888_y13440.png,train,69888,13440,1024,1024,0.3,0.0,23633.93799999727,0.0,-0.3,46224.22099966362,23633.93799999727,45917.020999663626,23941.13799999727,46224.22099966362,EPSG:3414
tile_x70784_y13440.png,train,70784,13440,1024,1024,0.3,0.0,23902.737999997273,0.0,-0.3,46224.22099966362,23902.737999997273,45917.020999663626,24209.93799999727,46224.22099966362,EPSG:3414
tile_x71680_y13440.png,train,71680,13440,1024,1024,0.3,0.0,24171.537999997272,0.0,-0.3,46224.22099966362,24171.537999997272,45917.020999663626,24478.737999997273,46224.22099966362,EPSG:3414
tile_x81536_y13440.png,train,81536,13440,1024,1024,0.3,0.0,27128.33799999727,0.0,-0.3,46224.22099966362,27128.33799999727,45917.020999663626,27435.537999997272,46224.22099966362,EPSG:3414
tile_x83328_y13440.png,train,83328,13440,1024,1024,0.3,0.0,27665.93799999727,0.0,-0.3,46224.22099966362,27665.93799999727,45917.020999663626,27973.13799999727,46224.22099966362,EPSG:3414
tile_x84224_y13440.png,train,84224,13440,1024,1024,0.3,0.0,27934.737999997273,0.0,-0.3,46224.22099966362,27934.737999997273,45917.020999663626,28241.93799999727,46224.22099966362,EPSG:3414
tile_x85120_y13440.png,train,85120,13440,1024,1024,0.3,0.0,28203.537999997272,0.0,-0.3,46224.22099966362,28203.537999997272,45917.020999663626,28510.737999997273,46224.22099966362,EPSG:3414
tile_x57344_y14336.png,train,57344,14336,1024,1024,0.3,0.0,19870.737999997273,0.0,-0.3,45955.42099966362,19870.737999997273,45648.22099966362,20177.93799999727,45955.42099966362,EPSG:3414
tile_x59136_y14336.png,train,59136,14336,1024,1024,0.3,0.0,20408.33799999727,0.0,-0.3,45955.42099966362,20408.33799999727,45648.22099966362,20715.537999997272,45955.42099966362,EPSG:3414
tile_x60928_y14336.png,val,60928,14336,1024,1024,0.3,0.0,20945.93799999727,0.0,-0.3,45955.42099966362,20945.93799999727,45648.22099966362,21253.13799999727,45955.42099966362,EPSG:3414
tile_x61824_y14336.png,val,61824,14336,1024,1024,0.3,0.0,21214.737999997273,0.0,-0.3,45955.42099966362,21214.737999997273,45648.22099966362,21521.93799999727,45955.42099966362,EPSG:3414
tile_x62720_y14336.png,val,62720,14336,1024,1024,0.3,0.0,21483.537999997272,0.0,-0.3,45955.42099966362,21483.537999997272,45648.22099966362,21790.737999997273,45955.42099966362,EPSG:3414
tile_x65408_y14336.png,val,65408,14336,1024,1024,0.3,0.0,22289.93799999727,0.0,-0.3,45955.42099966362,22289.93799999727,45648.22099966362,22597.13799999727,45955.42099966362,EPSG:3414
tile_x66304_y14336.png,val,66304,14336,1024,1024,0.3,0.0,22558.737999997273,0.0,-0.3,45955.42099966362,22558.737999997273,45648.22099966362,22865.93799999727,45955.42099966362,EPSG:3414
tile_x67200_y14336.png,val,67200,14336,1024,1024,0.3,0.0,22827.537999997272,0.0,-0.3,45955.42099966362,22827.537999997272,45648.22099966362,23134.737999997273,45955.42099966362,EPSG:3414
tile_x68096_y14336.png,val,68096,14336,1024,1024,0.3,0.0,23096.33799999727,0.0,-0.3,45955.42099966362,23096.33799999727,45648.22099966362,23403.537999997272,45955.42099966362,EPSG:3414
tile_x68992_y14336.png,val,68992,14336,1024,1024,0.3,0.0,23365.13799999727,0.0,-0.3,45955.42099966362,23365.13799999727,45648.22099966362,23672.33799999727,45955.42099966362,EPSG:3414
tile_x83328_y14336.png,train,83328,14336,1024,1024,0.3,0.0,27665.93799999727,0.0,-0.3,45955.42099966362,27665.93799999727,45648.22099966362,27973.13799999727,45955.42099966362,EPSG:3414
tile_x84224_y14336.png,train,84224,14336,1024,1024,0.3,0.0,27934.737999997273,0.0,-0.3,45955.42099966362,27934.737999997273,45648.22099966362,28241.93799999727,45955.42099966362,EPSG:3414
tile_x85120_y14336.png,train,85120,14336,1024,1024,0.3,0.0,28203.537999997272,0.0,-0.3,45955.42099966362,28203.537999997272,45648.22099966362,28510.737999997273,45955.42099966362,EPSG:3414
tile_x86016_y14336.png,val,86016,14336,1024,1024,0.3,0.0,28472.33799999727,0.0,-0.3,45955.42099966362,28472.33799999727,45648.22099966362,28779.537999997272,45955.42099966362,EPSG:3414
tile_x88704_y14336.png,val,88704,14336,1024,1024,0.3,0.0,29278.737999997273,0.0,-0.3,45955.42099966362,29278.737999997273,45648.22099966362,29585.93799999727,45955.42099966362,EPSG:3414
tile_x89600_y14336.png,train,89600,14336,1024,1024,0.3,0.0,29547.537999997272,0.0,-0.3,45955.42099966362,29547.537999997272,45648.22099966362,29854.737999997273,45955.42099966362,EPSG:3414
tile_x57344_y15232.png,train,57344,15232,1024,1024,0.3,0.0,19870.737999997273,0.0,-0.3,45686.620999663624,19870.737999997273,45379.42099966362,20177.93799999727,45686.620999663624,EPSG:3414
tile_x59136_y15232.png,train,59136,15232,1024,1024,0.3,0.0,20408.33799999727,0.0,-0.3,45686.620999663624,20408.33799999727,45379.42099966362,20715.537999997272,45686.620999663624,EPSG:3414
