pid,lon,lat,viewheading,view_idx,path,d_ov,d_clw,d_cons,bearing,cand_label,cell_id
77887,103.85820721382127,1.3126280530522458,128.57,2,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\77887_103.85820721382127_1.3126280530522458_202406_baseheading38.57_viewheading128.57_2.jpg,5.13010007102994,2.5643954220549556,6.641209038232063,178.34776982374797,1,21
153751,103.85829211563723,1.307597913460856,36.3,3,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\153751_103.85829211563723_1.307597913460856_202406_baseheading216.30_viewheading36.30_3.jpg,5.787783231897751,3.630921615882699,1.3838832460350756,71.50194963344116,1,22
112008,103.85565469886801,1.2962732289459344,313.84,1,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\112008_103.85565469886801_1.2962732289459344_202403_baseheading313.84_viewheading313.84_1.jpg,5.064995443370506,5.064995443370506,3.0867896028984343,265.85428808300486,1,23
137131,103.83114527631382,1.3067957344891556,153.59,2,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\137131_103.83114527631382_1.3067957344891556_202205_baseheading63.59_viewheading153.59_2.jpg,11.354073136745253,11.354073136745253,393.09917130536905,121.32432089175636,1,24
161111,103.85738548381856,1.3138645772105355,303.81,1,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\161111_103.85738548381856_1.3138645772105355_202406_baseheading303.81_viewheading303.81_1.jpg,5.493283320572293,4.013159722875739,0.0,266.52833973142776,1,25
75317,103.85848167367072,1.3096992284196438,308.67,1,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\75317_103.85848167367072_1.3096992284196438_202406_baseheading308.67_viewheading308.67_1.jpg,9.488922624695114,9.451772003689426,8.586890147946741,290.8862694526593,1,26
4285,103.8391422434256,1.3019176931703982,178.22,2,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\4285_103.8391422434256_1.3019176931703982_202406_baseheading88.22_viewheading178.22_2.jpg,5.89939491454684,4.606936578532422,0.0,224.6233088358939,1,27
100246,103.85218721262852,1.299548499263018,130.73,4,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\100246_103.85218721262852_1.299548499263018_202406_baseheading220.73_viewheading130.73_4.jpg,8.31368070737015,7.203002398323837,80.70819204200087,105.13400083510055,1,28
19581,103.81521848931895,1.3233818647559523,6.58,4,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\19581_103.81521848931895_1.3233818647559523_202408_baseheading96.58_viewheading6.58_4.jpg,7.617685346536536,7.51278215890789,80.28452613061437,31.626523660683567,1,29
162982,103.85814334643494,1.3097734714038085,126.45,4,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162982_103.85814334643494_1.3097734714038085_202406_baseheading216.45_viewheading126.45_4.jpg,8.611826870191825,6.3849715877414575,0.0,128.62563000610027,1,30
83293,103.8635631314848,1.3225811244784431,310.07,3,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\83293_103.8635631314848_1.3225811244784431_202210_baseheading130.07_viewheading310.07_3.jpg,7.481895567701328,3.001688494087732,478.3227782088124,317.97793691486464,1,31
11940,103.79422188485995,1.3119269285904596,83.27,2,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\11940_103.79422188485995_1.3119269285904596_200910_baseheading353.27_viewheading83.27_2.jpg,5.238355324294267,4.535961383130102,952.6950985699573,115.95887444273518,1,32
12676,103.85825744155521,1.3080956754235948,133.63,1,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\12676_103.85825744155521_1.3080956754235948_202406_baseheading133.63_viewheading133.63_1.jpg,8.087099808169311,6.062085058892634,7.472140386108586,157.78624997937882,1,33
101411,103.82566886131708,1.4256058473839284,19.91,3,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\101411_103.82566886131708_1.4256058473839284_201808_baseheading199.91_viewheading19.91_3.jpg,10.25282778664282,6.139178113711441,3330.6298119564153,352.90455941285734,1,34
94112,103.85452035943474,1.2964156979744823,216.04,3,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\94112_103.85452035943474_1.2964156979744823_202403_baseheading36.04_viewheading216.04_3.jpg,9.576770378742964,9.073034705325954,20.642301796436826,185.8871838512822,1,35
116530,103.76040484401429,1.3576561616846423,158.37,2,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\116530_103.76040484401429_1.3576561616846423_201804_baseheading68.37_viewheading158.37_2.jpg,4.298424829642462,3.7532712450940418,744.3562377455268,163.61892536277213,1,36
7320,103.76781005557729,1.371953527662549,317.84,4,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\7320_103.76781005557729_1.371953527662549_202407_baseheading47.84_viewheading317.84_4.jpg,9.014688774166848,8.428355334362802,1500.1850686619375,340.54656994559673,1,37
4283,103.83915021797988,1.3016005725676576,195.82,1,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\4283_103.83915021797988_1.3016005725676576_202105_baseheading195.82_viewheading195.82_1.jpg,6.259453147115866,5.825097007591825,0.0,233.4368672235055,1,38
525,103.8656585830846,1.3649362104521536,8.6,3,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\525_103.8656585830846_1.3649362104521536_202408_baseheading188.60_viewheading8.60_3.jpg,4.296528786702136,2.4724867606499608,2758.795748314682,32.21917546145981,1,39
104693,103.85523799886047,1.2964477179419736,218.31,4,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\104693_103.85523799886047_1.2964477179419736_202403_baseheading308.31_viewheading218.31_4.jpg,4.383782327240407,4.3837823272396506,0.0,226.76039900180456,1,40
131628,103.89955030664294,1.3128992871722422,54.34,3,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\131628_103.89955030664294_1.3128992871722422_202406_baseheading234.34_viewheading54.34_3.jpg,6.412076133228669,3.9127146755844753,0.0,74.78544011264813,1,41
74112,103.8610972837432,1.3106160146839265,321.19,2,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\74112_103.8610972837432_1.3106160146839265_202406_baseheading231.19_viewheading321.19_2.jpg,6.890343187245673,6.460853039880103,2.2842728648599815,356.8351857126512,1,42
31666,103.87817689456203,1.3121299049572501,346.55,1,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\31666_103.87817689456203_1.3121299049572501_202406_baseheading346.55_viewheading346.55_1.jpg,8.325690809091597,6.730179629821584,0.0,303.52981464272597,1,43
119994,103.88417833730188,1.3572281526918635,157.67,4,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\119994_103.88417833730188_1.3572281526918635_202408_baseheading247.67_viewheading157.67_4.jpg,11.59865254315081,9.519122278262275,1457.2428377909212,141.3914524049315,1,44
165519,103.84070391561238,1.3009174726157924,13.92,3,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165519_103.84070391561238_1.3009174726157924_202403_baseheading193.92_viewheading13.92_3.jpg,7.133831912417405,3.6402144646531895,100.99578870885347,354.74476707449224,1,45
39143,103.85943056339283,1.3037722209570397,239.48,2,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\39143_103.85943056339283_1.3037722209570397_202406_baseheading149.48_viewheading239.48_2.jpg,5.2544634513245905,3.1041474503433983,0.0,270.54193875836773,1,46
57299,103.86909676690718,1.3308921294800984,11.17,3,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\57299_103.86909676690718_1.3308921294800984_202106_baseheading191.17_viewheading11.17_3.jpg,11.713946635168554,10.740096016909165,250.9969367557085,54.886471743599095,1,47
27741,103.86082109588185,1.302686042031971,58.58,4,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\27741_103.86082109588185_1.302686042031971_202406_baseheading148.58_viewheading58.58_4.jpg,7.994708468653752,3.4078096225898102,0.0,103.77919470688825,1,48
162960,103.85847912833397,1.3096955340576832,308.67,1,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162960_103.85847912833397_1.3096955340576832_202406_baseheading308.67_viewheading308.67_1.jpg,9.296901710114618,9.296901710114618,8.252114509213456,292.39879835541353,1,49
41032,103.86492571613154,1.3505960644677673,68.39,4,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\41032_103.86492571613154_1.3505960644677673_202406_baseheading158.39_viewheading68.39_4.jpg,8.740830014116714,8.735221795306504,1737.5762385752507,107.3826418027905,1,50
17653,103.81659022749965,1.4480500702138526,346.15,1,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\17653_103.81659022749965_1.4480500702138526_202408_baseheading346.15_viewheading346.15_1.jpg,11.256951762609017,10.2903261718873,1427.666761342366,307.19217920195354,1,51
139765,103.86703192354362,1.3279303968813934,126.95,3,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\139765_103.86703192354362_1.3279303968813934_202406_baseheading306.95_viewheading126.95_3.jpg,4.864886450923375,4.603130239527887,134.36246758300825,165.00006597719846,1,52
51567,103.84951487539165,1.3041564323987915,29.11,2,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\51567_103.84951487539165_1.3041564323987915_202406_baseheading299.11_viewheading29.11_2.jpg,11.239256115732205,11.239256115732205,0.0,59.556753029988215,1,53
14114,103.85326878605557,1.3109643587258573,131.36,3,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\14114_103.85326878605557_1.3109643587258573_202402_baseheading311.36_viewheading131.36_3.jpg,8.609267478223837,4.768462746595652,3.274787258352889,84.00664484051096,1,54
107991,103.85418282069237,1.309684056644121,215.36,4,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\107991_103.85418282069237_1.309684056644121_202403_baseheading305.36_viewheading215.36_4.jpg,5.296717121670738,5.296717121670738,0.0,177.88780025239026,1,55
42047,103.83028241567506,1.3818088075263135,264.81,4,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\42047_103.83028241567506_1.3818088075263135_202408_baseheading354.81_viewheading264.81_4.jpg,11.655210602650762,11.655210602650762,1355.7017681460031,246.0745469743565,1,56
28944,103.83739187202455,1.3734094833927726,7.77,2,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\28944_103.83739187202455_1.3734094833927726_202408_baseheading277.77_viewheading7.77_2.jpg,11.308374025535601,6.725861605556178,1299.2522418445003,11.016260465724155,1,57
112598,103.85930090547753,1.3122977634032729,105.47,1,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\112598_103.85930090547753_1.3122977634032729_202406_baseheading105.47_viewheading105.47_1.jpg,5.690928138196876,5.515538129005393,1.909224029528146,73.98311510689771,1,58
162052,103.83055843558913,1.2957022343507116,339.22,2,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162052_103.83055843558913_1.2957022343507116_202406_baseheading249.22_viewheading339.22_2.jpg,11.822221330860176,10.94326607029618,71.87162816987035,325.2303462165394,1,59
118881,103.85050786816434,1.2924189891851148,116.07,2,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\118881_103.85050786816434_1.2924189891851148_202403_baseheading26.07_viewheading116.07_2.jpg,6.783232082977605,5.56154007322656,23.793423244452857,85.11448001856648,1,60
153757,103.8582295949748,1.3076611403584346,36.3,3,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\153757_103.8582295949748_1.3076611403584346_202406_baseheading216.30_viewheading36.30_3.jpg,5.419439889524636,3.2790123255788357,2.043272751146958,44.942814668218205,1,61
101380,103.85355602409284,1.3240921620561097,312.32,1,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\101380_103.85355602409284_1.3240921620561097_202406_baseheading312.32_viewheading312.32_1.jpg,7.815858129852623,5.951964119673937,124.82550780592797,287.7935783113393,1,62
124391,103.84533564467321,1.2858822421859752,23.96,2,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\124391_103.84533564467321_1.2858822421859752_202406_baseheading293.96_viewheading23.96_2.jpg,5.32562626669327,2.1285170253040855,148.21748459589963,343.56514713080566,1,63
159417,103.84996788826125,1.3043603100522734,291.43,2,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\159417_103.84996788826125_1.3043603100522734_202212_baseheading201.43_viewheading291.43_2.jpg,4.0309870904708,4.0309870904708,0.0,321.5643763342665,1,64
112597,103.85943573742081,1.3121973452909172,37.8,4,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\112597_103.85943573742081_1.3121973452909172_202406_baseheading127.80_viewheading37.80_4.jpg,5.240929175994969,5.240929175994934,0.0,22.917603678586286,1,65
36732,103.85889594429352,1.315612111131168,143.23,3,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\36732_103.85889594429352_1.315612111131168_202406_baseheading323.23_viewheading143.23_3.jpg,1.816389036417495,1.2466998792413237,0.0,108.99943137497971,1,66
165527,103.84139194009437,1.3012726550941416,15.05,3,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165527_103.84139194009437_1.3012726550941416_202406_baseheading195.05_viewheading15.05_3.jpg,11.01455899064657,9.50874886908341,130.96551209603604,59.753043159792256,1,67
43564,103.85705024208627,1.3151061744833368,226.16,1,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\43564_103.85705024208627_1.3151061744833368_202406_baseheading226.16_viewheading226.16_1.jpg,8.563421117198263,7.275646772766778,0.0,197.13330868032682,1,68
113601,103.85519874404613,1.2956448636988105,33.56,4,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\113601_103.85519874404613_1.2956448636988105_202406_baseheading123.56_viewheading33.56_4.jpg,8.229045333811651,7.366459685696943,25.55588418130593,345.6505134956316,1,69
11936,103.7947984297957,1.3115062550047027,34.7,2,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\11936_103.7947984297957_1.3115062550047027_202408_baseheading304.70_viewheading34.70_2.jpg,7.94009065615073,7.628030662240812,973.7316847712,74.00817714883131,1,70
161112,103.85717223791791,1.3140277528718542,128.65,2,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\161112_103.85717223791791_1.3140277528718542_202406_baseheading38.65_viewheading128.65_2.jpg,11.702366575863227,11.687176887709658,10.659244583283657,145.95774555418475,1,71
78133,103.86065055981197,1.3111436069552562,238.07,1,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\78133_103.86065055981197_1.3111436069552562_202406_baseheading238.07_viewheading238.07_1.jpg,9.369157978381855,6.726119881620633,0.0,200.96084978353954,1,72
101383,103.85320653253869,1.3236798033172146,131.21,2,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\101383_103.85320653253869_1.3236798033172146_202402_baseheading41.21_viewheading131.21_2.jpg,6.866054525349485,2.815943665936601,65.46582048223803,154.58717141097935,1,73
29473,103.85863444310694,1.3018050763712856,319.1,1,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\29473_103.85863444310694_1.3018050763712856_200910_baseheading319.10_viewheading319.10_1.jpg,9.625937468476755,9.625937468476755,0.0,272.9300172026369,1,74
104639,103.86353754857079,1.3225488468789803,310.07,3,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\104639_103.86353754857079_1.3225488468789803_202210_baseheading130.07_viewheading310.07_3.jpg,5.719947224175145,4.481730661474097,482.88498992144304,276.91017172207535,1,75
52050,103.83569125896334,1.2752780765490253,315.94,2,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\52050_103.83569125896334_1.2752780765490253_202402_baseheading225.94_viewheading315.94_2.jpg,3.5686174775662165,0.0,0.0362875567000798,337.31086446999734,1,76
94003,103.85972073032062,1.3145198858226776,310.07,4,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\94003_103.85972073032062_1.3145198858226776_202406_baseheading40.07_viewheading310.07_4.jpg,4.666060851590102,4.090595265965145,0.0,296.65608941517024,1,77
44686,103.8536437187705,1.324015395449041,221.43,4,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\44686_103.8536437187705_1.324015395449041_202406_baseheading311.43_viewheading221.43_4.jpg,3.805580626838349,3.805580626836694,126.48575000368584,233.0782016695815,1,78
54959,103.8598598914812,1.3153143815456816,229.38,4,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\54959_103.8598598914812_1.3153143815456816_202301_baseheading319.38_viewheading229.38_4.jpg,3.0965878168823164,3.0965878168823164,4.2059066702592744,243.98435180426304,1,79
119993,103.88421965710259,1.3572481291074865,63.45,1,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\119993_103.88421965710259_1.3572481291074865_202408_baseheading63.45_viewheading63.45_1.jpg,10.448314062473436,8.905780960516115,1460.7654039402987,96.97937151341783,1,80
153265,103.85791101740706,1.314378364211722,297.76,3,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\153265_103.85791101740706_1.314378364211722_202406_baseheading117.76_viewheading297.76_3.jpg,6.439578254114446,3.7976839459636667,3.9290547323804064,329.9014146061105,1,81
37186,103.82795965881776,1.3771049977805292,177.59,1,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\37186_103.82795965881776_1.3771049977805292_202408_baseheading177.59_viewheading177.59_1.jpg,8.790066158063404,4.342082981094605,781.0698895360651,131.24873083855974,1,82
4282,103.83910067803258,1.301427336627532,290.52,2,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\4282_103.83910067803258_1.301427336627532_202105_baseheading200.52_viewheading290.52_2.jpg,6.490260521229288,6.490260521228713,0.0,333.65030762509946,1,83
14129,103.85398665402005,1.3144951190821363,62.57,4,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\14129_103.85398665402005_1.3144951190821363_202406_baseheading152.57_viewheading62.57_4.jpg,8.394626443938655,7.274604189089463,246.42310982684415,30.486751422029513,1,84
114423,103.85093166461482,1.3012195990610214,41.96,3,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\114423_103.85093166461482_1.3012195990610214_202402_baseheading221.96_viewheading41.96_3.jpg,6.641418027375133,6.63809748479905,27.77481941027254,62.13173313285252,1,85
159494,103.84237224558987,1.301488422779697,205.96,4,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\159494_103.84237224558987_1.301488422779697_202406_baseheading295.96_viewheading205.96_4.jpg,6.099521863473059,5.188278399313616,227.18833585281897,236.74671217574536,1,86
109408,103.85519874404613,1.2956448636988105,303.56,3,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\109408_103.85519874404613_1.2956448636988105_202406_baseheading123.56_viewheading303.56_3.jpg,8.229045333811651,7.366459685696943,25.55588418130593,345.6505134956316,1,87
129869,103.83886872276412,1.2983147713585965,129.2,2,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\129869_103.83886872276412_1.2983147713585965_202402_baseheading39.20_viewheading129.20_2.jpg,8.677126442364308,8.677126442364308,270.32246024597174,166.3365522200593,1,88
19625,103.8585110619177,1.3019363850894647,213.23,1,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\19625_103.8585110619177_1.3019363850894647_202406_baseheading213.23_viewheading213.23_1.jpg,10.30833232553643,9.83309130735184,6.258293543027862,177.804643057739,1,89
117213,103.85491692479732,1.2958694466463274,39.83,4,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\117213_103.85491692479732_1.2958694466463274_202406_baseheading129.83_viewheading39.83_4.jpg,5.993896075209113,5.613334211684757,7.24010596559276,45.669211045404104,1,90
165184,103.88346929793698,1.3133639849824144,78.46,3,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165184_103.88346929793698_1.3133639849824144_202406_baseheading258.46_viewheading78.46_3.jpg,11.296385302435292,11.287055341196083,0.0,36.69681950546948,1,91
147199,103.83008566825735,1.381794613823085,240.74,3,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\147199_103.83008566825735_1.381794613823085_202103_baseheading60.74_viewheading240.74_3.jpg,3.1458061332701157,3.145806133272666,1346.8557386377097,232.79461643244545,1,92
50883,103.83961103673639,1.3372874000729529,267.05,4,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\50883_103.83961103673639_1.3372874000729529_202403_baseheading357.05_viewheading267.05_4.jpg,11.431103562260251,11.24516132873055,785.0158828386187,276.07313672877785,1,93
27743,103.86101088226752,1.3023797077094919,58.17,4,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\27743_103.86101088226752_1.3023797077094919_202406_baseheading148.17_viewheading58.17_4.jpg,6.4522318937772996,3.1137664496358934,0.0,44.94583540611499,1,94
79048,103.82589347782408,1.4261680034093585,208.32,1,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\79048_103.82589347782408_1.4261680034093585_201808_baseheading208.32_viewheading208.32_1.jpg,8.18741747026345,5.699152722408586,3397.0845884361283,215.93876170821846,1,95
132546,103.88977676416404,1.3137644579538748,78.35,2,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\132546_103.88977676416404_1.3137644579538748_202406_baseheading348.35_viewheading78.35_2.jpg,8.654571017050527,3.538943287430835,55.86966143693679,126.7229956084285,1,96
33325,103.89110173426872,1.3258236852914083,345.45,2,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\33325_103.89110173426872_1.3258236852914083_202406_baseheading255.45_viewheading345.45_2.jpg,8.868016912172829,5.844701890381413,899.9378294492924,311.4650986743591,1,97
39144,103.85933411116926,1.3039244111863533,238.39,2,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\39144_103.85933411116926_1.3039244111863533_202406_baseheading148.39_viewheading238.39_2.jpg,6.152204828703116,3.170577351787478,0.0,217.576077516479,1,98
57654,103.85717668036635,1.314977806813515,46.19,4,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\57654_103.85717668036635_1.314977806813515_202305_baseheading136.19_viewheading46.19_4.jpg,1.8489529625343561,1.1613097103344798,0.0,61.51327042718505,1,99
